단축코드,표준코드,한글종목명,증권그룹구분코드,시가총액 규모 구분 코드 유가,지수업종 대분류 코드,지수 업종 중분류 코드,지수업종 소분류 코드,벤처기업 여부 (Y/N),저유동성종목 여부,KRX 종목 여부,ETP 상품구분코드,KRX100 종목 여부 (Y/N),KRX 자동차 여부,KRX 반도체 여부,KRX 바이오 여부,KRX 은행 여부,기업인수목적회사여부,KRX 에너지 화학 여부,KRX 철강 여부,단기과열종목구분코드,KRX 미디어 통신 여부,KRX 건설 여부,(코스닥)투자주의환기종목여부,KRX 증권 구분,KRX 선박 구분,KRX섹터지수 보험여부,KRX섹터지수 운송여부,"KOSDAQ150지수여부 (Y,N)",주식 기준가,정규 시장 매매 수량 단위,시간외 시장 매매 수량 단위,거래정지 여부,정리매매 여부,관리 종목 여부,시장 경고 구분 코드,시장 경고위험 예고 여부,불성실 공시 여부,우회 상장 여부,락구분 코드,액면가 변경 구분 코드,증자 구분 코드,증거금 비율,신용주문 가능 여부,신용기간,전일 거래량,주식 액면가,주식 상장 일자,상장 주수(천),자본금,결산 월,공모 가격,우선주 구분 코드,공매도과열종목여부,이상급등종목여부,KRX300 종목 여부 (Y/N),매출액,영업이익,경상이익,단기순이익,ROE(자기자본이익률),기준년월,전일기준 시가총액 (억),그룹사 코드,회사신용한도초과여부,담보대출가능여부,대주가능여부
010470,KR7010470003,오리콤,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,13370,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,68249,1000,20001024,11975,11975050000,12,,0,,N,N,1338,117,140,101,13,20220930.0,1601,391,N,N,N
011040,KR7011040003,경동제약,ST,2.0,0,1009,1024,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7290,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,28785,500,19921218,30768,15684383000,12,,0,,N,N,1349,94,80,44,2,20220930.0,2243,,N,N,N
011080,KR7011080009,형지I&C,ST,3.0,0,1009,1020,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1095,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,59444,500,20040702,25503,12751681500,12,,0,,N,N,497,15,16,16,16,20220930.0,279,,N,N,N
011320,KR7011320009,유니크,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6080,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,124289,500,19931229,19320,9660347500,12,,0,,N,N,2020,36,35,25,3,20220930.0,1174,,N,N,N
011370,KR7011370004,서한,ST,3.0,0,1010,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,996,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,307818,500,19940524,100894,50447432500,12,,0,,N,N,5223,123,296,221,8,20220930.0,1004,,N,N,N
011560,KR7011560000,세보엠이씨,ST,3.0,0,1010,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8400,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,186252,500,19961223,10530,5265000000,12,,0,,N,N,7123,214,225,169,13,20220930.0,884,,N,N,N
012340,KR7012340006,뉴인텍,ST,3.0,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2375,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,82377,500,19970212,30107,15053581000,12,,0,,N,N,552,-52,-42,-42,-22,20220930.0,715,,N,N,N
012620,KR7012620001,원일특강,ST,3.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9570,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,5592,500,19940628,4400,2200000000,12,,0,,N,N,3851,170,135,106,7,20221231.0,421,,N,N,N
012700,KR7012700001,리드코프,ST,2.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6990,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,77464,500,19960119,26446,13777741000,12,,0,,N,N,4927,491,440,330,10,20220930.0,1848,,N,N,N
012790,KR7012790002,신일제약,ST,3.0,0,1009,1024,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8130,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,24560,500,19990813,11541,5770732000,12,,0,,N,N,618,80,83,67,6,20211231.0,938,,N,N,N
012860,KR7012860003,모베이스전자,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1597,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,179871,500,19941026,73233,36616728500,12,,0,,N,N,6355,162,239,207,15,20220930.0,1169,,N,N,N
013030,KR7013030002,하이록코리아,ST,2.0,0,1009,1026,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,Y,N,N,N,22750,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,74305,500,19891215,12856,6806616000,12,,0,,N,N,1829,407,456,344,9,20221231.0,2924,,N,N,N
013120,KR7013120001,동원개발,ST,2.0,0,1010,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3260,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,84076,500,19941229,90808,45404050000,12,,0,,N,N,4353,742,781,585,8,20220930.0,2960,,N,N,N
013310,KR7013310008,아진산업,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2995,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,1384173,500,20151222,38806,19403291000,12,,0,,N,N,4067,281,305,263,15,20220930.0,1162,,N,N,N
013720,KR7013720008,CBI,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,299,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,4311271,100,19931229,280188,28018824500,12,,0,,N,N,360,4,-307,-297,-82,20221231.0,837,,N,N,N
013810,KR7013810007,스페코,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4250,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,85207,500,19971103,14655,7327735000,12,,0,,N,N,207,-36,-20,-27,-7,20220930.0,622,,N,N,N
013990,KR7013990007,아가방컴퍼니,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4100,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,565542,500,20020117,32887,16443768000,12,,0,,N,N,1236,93,93,69,6,20220930.0,1348,,N,N,N
014100,KR7014100002,메디앙스,ST,3.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3870,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,207296,500,19950103,11800,5900000000,12,,0,,N,N,495,-7,-127,-94,-14,20220930.0,456,,N,N,N
014190,KR7014190003,원익큐브,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1960,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,104499,500,19960426,35399,17699953000,12,,0,,N,N,1858,49,58,46,6,20220930.0,693,,N,N,N
014200,KR7014200000,광림,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1006,1,1,Y,N,N,0,N,N,N,0,0,0,100,N,90,0,500,19930707,90706,45353348000,12,,0,,N,N,1560,148,-136,-185,-21,20220930.0,912,,N,N,N
014470,KR7014470009,부방,ST,3.0,0,1014,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2855,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,734110,500,19940225,60052,30026130000,12,,0,,N,N,2589,7,0,14,1,20220930.0,1714,,N,N,N
014570,KR7014570006,고려제약,ST,3.0,0,1009,1024,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7020,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,14650,500,20001207,11000,5500000000,12,,0,,N,N,800,143,147,118,15,20221231.0,772,,N,N,N
014620,KR7014620009,성광벤드,ST,2.0,0,1009,1026,N,N,Y,,N,N,N,N,N,N,N,N,0,N,Y,N,N,N,N,N,N,11600,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,319005,500,20010111,28600,14300000000,12,,0,,N,N,1778,196,519,404,12,20220930.0,3317,,N,N,N
014940,KR7014940001,오리엔탈정공,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2505,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,67156,500,20011226,45573,22786830500,12,,0,,N,N,1316,92,87,84,10,20221231.0,1141,,N,N,N
014970,KR7014970008,삼륭물산,ST,3.0,0,1009,1021,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4975,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,15952,500,19921229,15125,7562500000,12,,0,,N,N,691,-18,-15,-14,-3,20220930.0,752,,N,N,N
015710,KR7015710007,코콤,ST,3.0,1007,1018,1038,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6160,1,1,N,N,N,0,N,N,N,0,0,0,50,N,90,190063,500,19970930,17530,8765250000,12,,0,,N,N,646,-35,-41,-34,-4,20220930.0,1079,,N,N,N
015750,KR7015750003,성우하이텍,ST,2.0,0,1009,1030,N,N,Y,,N,Y,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,6560,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,3614374,500,19951104,80000,40000000000,12,,0,,N,N,28219,655,912,482,5,20220930.0,5248,,N,N,Y
016100,KR7016100000,리더스코스메틱,ST,3.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3545,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,32416,500,20030115,19100,9550447000,12,,0,,N,N,646,1,-6,-6,-2,20220930.0,677,,N,N,N
016250,KR7016250003,SGC이테크건설,ST,3.0,0,1010,0,N,N,Y,,N,N,N,N,N,N,N,N,0,N,Y,N,N,N,N,N,N,27450,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,4948,5000,19991228,2599,12997225000,12,,0,,N,N,15233,332,709,520,23,20221231.0,713,378,N,N,N
016600,KR7016600009,큐캐피탈,ST,3.0,0,1014,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,360,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,398775,500,19930621,178247,89123556000,12,,0,,N,N,161,26,-35,-28,-2,20211231.0,641,,N,N,N
016670,KR7016670002,디모아,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,457,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,235682,500,19930421,101858,50929012000,12,,0,,N,N,257,15,-60,-69,-14,20220930.0,465,,N,N,N
016790,KR7016790008,카나리아바이오,ST,1.0,0,1009,1019,,N,Y,,N,,,,,N,,,0,,,N,,,,,Y,28800,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,4379464,100,20180601,46865,4686544300,12,,0,,N,Y,1094,-1,-88,-75,-5,20220930.0,13497,,N,N,N
016920,KR7016920001,카스,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1627,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,48364,500,19900104,26493,13246769000,12,,0,,N,N,1238,18,64,50,12,20220930.0,431,,N,N,N
017000,KR7017000001,신원종합개발,ST,3.0,0,1010,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4780,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,41867,5000,19941207,11668,60989616000,12,,0,,N,N,1391,51,43,37,4,20211231.0,557,,N,N,N
017250,KR7017250002,인터엠,ST,3.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1294,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,17682,500,19960103,21045,10522733500,9,,0,,N,N,98,-9,-15,-15,-19,20221231.0,272,,N,N,N
017480,KR7017480005,삼현철강,ST,3.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5020,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,33497,500,20010109,15702,8551445000,12,,0,,N,N,3406,191,213,160,9,20221231.0,788,,N,N,N
017510,KR7017510009,세명전기,ST,3.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2940,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,20238,500,19911226,15246,7623000000,12,,0,,N,N,140,10,22,23,3,20221231.0,448,,N,N,N
017650,KR7017650003,대림제지,ST,3.0,0,1009,1021,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8840,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,4571,500,19941107,9000,4500000000,12,,0,,N,N,1420,219,233,179,11,20220930.0,795,,N,N,N
017890,KR7017890005,한국알콜,ST,2.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,10530,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,55745,500,19920804,21605,10802880000,12,,0,,N,N,4010,250,417,314,9,20220930.0,2275,,N,N,N
018000,KR7018000000,유니슨,ST,2.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1649,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,202186,500,19960110,122248,61124011500,12,,0,,N,N,1419,-72,-162,-162,-31,20220930.0,2015,,N,N,N
018120,KR7018120006,진로발효,ST,3.0,0,1009,1019,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,17100,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,3331,500,19931229,6621,3533010000,12,,0,,N,N,712,49,56,43,7,20220930.0,1132,,N,N,N
018290,KR7018290007,브이티지엠피,ST,3.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5320,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,146740,500,19940907,34483,17241946500,12,,0,,N,N,1681,164,147,129,19,20220930.0,1834,,N,N,N
018310,KR7018310003,삼목에스폼,ST,2.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,14400,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,24637,500,19960503,14700,7350000000,12,,0,,N,N,2606,582,674,507,16,20220930.0,2116,,N,N,N
018620,KR7018620005,우진비앤지,ST,3.0,0,1009,1024,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1420,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,61763,500,20080520,28889,14444646500,12,,0,,N,N,360,14,11,9,1,20220930.0,410,,N,N,N
018680,KR7018680009,서울제약,ST,3.0,0,1009,1024,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4060,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,14069,500,20000818,11659,5829659500,12,,0,,N,N,405,-57,-96,-97,-41,20211231.0,473,,N,N,N
018700,KR7018700005,바른손,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2535,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,65081,1000,19940318,35119,35119757000,12,,0,,N,N,456,-41,-102,-102,-19,20220930.0,890,,N,N,N
019010,KR7019010008,베뉴지,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2245,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,64957,500,19931105,48200,24100000000,12,,0,,N,N,414,64,-294,-236,-12,20220930.0,1082,,N,N,N
019210,KR7019210004,와이지-원,ST,2.0,0,1009,1026,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,Y,N,N,N,6280,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,72802,500,19970806,30573,15286909500,12,,0,,N,N,4057,560,466,333,13,20220930.0,1920,,N,N,N
019540,KR7019540004,일지테크,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2705,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,15048,500,19921103,13513,6756750000,12,,0,,N,N,1597,-15,20,-22,-3,20220930.0,365,,N,N,N
019550,KR7019550003,SBI인베스트먼트,ST,3.0,0,1014,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1044,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,526757,500,19890906,162066,83533287500,12,,0,,N,N,384,222,222,222,18,20211231.0,1691,,N,N,N
019570,KR7019570001,리더스 기술투자,ST,3.0,0,1014,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,358,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1325358,500,19890314,130111,65055631500,12,,0,,N,N,49,-111,-119,-119,-52,20220930.0,465,,N,N,N
019590,KR7019590009,엠벤처투자,ST,3.0,0,1014,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,744,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,993733,500,19890314,84658,42329424500,12,,0,,N,N,145,75,79,79,19,20220930.0,629,,N,N,N
019660,KR7019660000,글로본,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1880,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,129616,500,19920604,34790,17395373000,12,,0,,N,N,52,-74,-80,-132,-70,20211231.0,654,,N,N,N
019770,KR7019770007,서연탑메탈,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4270,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,66272,500,20110624,11650,5825000000,12,,0,,N,N,1186,32,51,38,7,20220930.0,497,,N,N,N
019990,KR7019990001,에너토크,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9460,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,86090,500,20060201,9756,4878044000,12,,0,,N,N,190,12,22,19,6,20220930.0,922,,N,N,N
020180,KR7020180006,대신정보통신,ST,3.0,1007,1017,1037,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1168,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,422904,500,19951006,38428,19214457500,3,,0,,N,N,1806,23,27,20,7,20220331.0,448,,N,N,N
020400,KR7020400008,대동금속,ST,3.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9400,1,1,N,N,N,0,N,N,N,0,0,0,60,N,90,5654,1000,19930730,3189,3189166000,12,,0,,N,N,1469,23,26,22,5,20221231.0,299,,N,N,N
020710,KR7020710000,시공테크,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4615,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,21138,500,19990813,20047,10023985000,12,,0,,N,N,721,-27,52,50,6,20220930.0,925,,N,N,N
021040,KR7021040001,대호특수강,ST,3.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5450,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,26007,5000,19960827,7539,37699270000,12,,0,,N,N,2363,29,18,20,4,20220930.0,410,,N,N,N
021045,KR7021041009,대호특수강우,ST,0.0,0,1009,1026,N,Y,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9130,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,11,5000,20010913,424,2121230000,12,,2,,N,N,0,0,0,0,0,,38,,N,N,N
021080,KR7021080007,에이티넘인베스트,ST,3.0,0,1014,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2570,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,374026,500,19910712,48000,24000000000,12,,0,,N,N,1176,832,831,660,54,20211231.0,1233,,N,N,N
021320,KR7021320007,KCC건설,ST,3.0,0,1010,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5890,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,20102,5000,20010821,21400,107000000000,12,,0,,N,N,18931,-11,136,44,1,20221231.0,1260,KCC,N,N,N
021650,KR7021650007,한국큐빅,ST,3.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3110,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,21437,500,20030124,16350,8175281500,12,,0,,N,N,2100,91,86,65,8,20221231.0,508,,N,N,N
021880,KR7021880000,메이슨캐피탈,ST,3.0,0,1014,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,313,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,801121,500,19960902,152184,76092204000,3,,0,,N,N,18,-30,-30,-30,-7,20221231.0,476,,N,N,N
022100,KR7022100002,포스코 ICT,ST,1.0,1006,0,0,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,6540,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,1386633,500,20001128,152034,76017364500,12,,0,,N,Y,11527,647,608,459,12,20221231.0,9943,853,N,N,Y
022220,KR7022220008,TKG애강,ST,3.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1402,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,215981,500,20060411,51794,25897289500,12,,0,,N,N,666,67,73,46,5,20211231.0,726,,N,N,N
023160,KR7023160005,태광,ST,2.0,0,1009,1026,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,Y,N,N,N,15620,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,329697,500,19940907,26500,13250000000,12,,0,,N,N,1735,289,439,296,8,20220930.0,4139,,N,N,N
023410,KR7023410004,유진기업,ST,2.0,0,1009,1025,N,N,Y,,N,N,N,N,N,N,N,N,0,N,Y,N,N,N,N,N,Y,3410,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,131364,500,19941007,77310,38655431500,12,,0,,N,N,10280,463,-64,167,2,20220930.0,2636,,N,N,N
023440,KR7023440001,제이스코홀딩스,ST,3.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2230,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,277858,500,19941007,40963,20481841500,12,,0,,N,N,845,53,-13,-13,-2,20211231.0,913,,N,N,N
023460,KR7023460009,CNH,ST,3.0,0,1014,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2215,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,6446,2500,19941007,37200,93000000000,12,,0,,N,N,1889,-215,-1,12,2,20220930.0,823,,N,N,N
023600,KR7023600000,삼보판지,ST,3.0,0,1009,1021,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9560,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,10483,500,19960529,16170,8085000000,12,,0,,N,N,4338,526,577,477,12,20220930.0,1545,,N,N,N
023760,KR7023760002,한국캐피탈,ST,2.0,0,1014,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,703,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,128988,500,19941107,315609,157804788000,12,,0,,N,N,2145,780,779,595,19,20220930.0,2218,,N,N,N
023770,KR7023770001,플레이위드,ST,3.0,1007,1017,1035,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6440,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,25734,500,19941107,8766,4383410000,12,,0,,N,N,145,-72,-14,-30,-11,20221231.0,564,,N,N,N
023790,KR7023790009,동일철강,ST,3.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1819,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,12320,500,19941107,15984,7992223000,12,,0,,N,N,344,43,-249,-251,-53,20211231.0,290,,N,N,N
023900,KR7023900004,풍국주정,ST,3.0,0,1009,1019,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,13190,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,17424,500,19941123,12600,6300000000,12,,0,,N,N,1135,21,36,30,2,20220930.0,1661,,N,N,N
023910,KR7023910003,대한약품,ST,3.0,0,1009,1024,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,27850,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,3949,500,19941123,6000,3000000000,12,,0,,N,N,1715,291,304,227,12,20211231.0,1671,,N,N,N
024060,KR7024060006,흥구석유,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5570,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,34462,100,19941207,15000,1500000000,12,,0,,N,N,1322,0,18,14,2,20211231.0,835,,N,N,N
024120,KR7024120008,KB오토시스,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4210,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,58690,500,19941207,11500,5750000000,12,,0,,N,N,1314,-5,7,2,0,20220930.0,484,,N,N,N
024740,KR7024740003,한일단조,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2645,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,318442,500,19961129,31475,15737648000,12,,0,,N,N,1335,66,65,52,7,20220930.0,832,,N,N,N
024800,KR7024800005,유성티엔에스,ST,3.0,0,1013,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2350,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,11751,500,19991210,31278,15639309000,12,,0,,N,N,2153,39,413,333,12,20220930.0,735,,N,N,N
024810,KR7024810004,이화전기,ST,3.0,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,593,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,521589,200,19941229,138159,27631912000,12,,0,,N,N,297,-42,-392,-395,-20,20220930.0,819,,N,N,N
024830,KR7024830002,세원물산,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7470,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,73947,500,19941229,8350,4175000000,12,,0,,N,N,2101,152,320,270,12,20211231.0,623,,N,N,N
024840,KR7024840001,KBI메탈,ST,3.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1495,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,159288,500,19941229,32950,16475424000,12,,0,,N,N,5436,42,16,19,2,20220930.0,492,,N,N,N
